API gateway,Application Programming Interface gateway — a server that adds controll to the traffic to endpoints,10,2025-09-16T23:21:34.122308900
DGOM,Data Governance Object Model,0,2025-09-16T23:22:11.890318900
traverse,to visit,9,2025-09-16T23:22:24.303558500
vague,not expressed enough,8,2025-09-16T23:22:36.667871900
Rancher platform,container orchestration platform,10,2025-09-16T23:23:04.180236100
CDD (compliance),Customer Data Domain,0,2025-09-16T23:23:25.774762500
web portal,internet page from where other websited are accessed,7,2025-09-16T23:24:18.230112900
Ivy,Dependency management tool building and deploying apps,9,2025-09-16T23:25:04.273940
Spring beans,Java objects in spring that has getters and setters and are usually DTO,8,2025-09-16T23:25:49.225667800
OpenShift vs Kubernetes?,OpensShift is based on Kubernetes,8,2025-09-16T23:26:29.159070200
whitelisting,enabling asses by some criteria like IP,8,2025-09-16T23:27:02.683095300
namespace (networking),devides cluster resources among teams; services; contains pods,8,2025-09-16T23:27:49.025222200
real-time data flow,data transfers and transformation at a given time,8,2025-09-16T23:28:49.783003200
Java EE,Java Enterprise Edition - set of tool for large companies,9,2025-09-16T23:29:21.081024200
enterprise-level,fits to satisfy big company needs,9,2025-09-16T23:30:04.605285200
product backlog (agile),task to be doen,5,2025-09-16T23:30:15.374094900
UI dialog,popup that require user input,9,2025-09-17T10:07:21.263895200
provisioning,bringing feature to the ready-for-deployment state,10,2025-09-17T10:08:14.836931700
Jenkins,tool for CI/CD pipelines for automated deployment,10,2025-09-17T10:09:08.430280400
deploying,installing new version to production environment,10,2025-09-17T10:09:42.199986
tampering,making worse; making illegal alterations,10,2025-09-17T10:10:47.338267700
Loki (observability),in kubernetes it takes care of gathering logs,8,2025-09-17T10:11:13.872634300
irreversible data transformation,from the result one cannot tell what the initial data was,10,2025-09-17T10:12:06.419114800
bounded context,in DDD bounded context is a separate unit of the software with ubiquitous language,10,2025-09-17T10:13:10.794470200
trie,words stored letter by letter into tree-like data structures,10,2025-09-18T14:48:57.005614500
Logstash,tool to process data; most usually logs,8,2025-09-18T14:49:32.283741500
DGOM,Data Governance Operating Model,9,2025-09-18T14:49:52.975055600
product backlog (agile),task in the backlog that are prioritized by importance,8,2025-09-18T14:50:32.130799500
CDD (compliance),Customer Due Dilligence - customer checks,9,2025-09-18T14:50:57.531079500
RESTful client-server,Representative State Transfer exploses endpoints on server that are consumed on the client side,6,2025-09-18T14:52:17.607935800
dispose,get rid of,10,2025-09-18T15:17:35.635533
Hibernate,Database tool for Java,8,2025-09-18T15:19:05.172283
downlink (networking),incomming traffic,10,2025-09-19T23:33:46.336143300
Logstash,tool for data processing; most ususally logs,8,2025-09-19T23:34:13.177594900
jitter,variation how manay packets gets passed throug network,10,2025-09-19T23:34:44.927869600
latency,how long it takes a singnal to reach its destination,9,2025-09-19T23:35:15.549742400
uplink (networking),outgoing traffic,10,2025-09-19T23:35:31.148551900
REST client-server constraint,separation of concerns between client that is usually UI; and server backend. For independent development,10,2025-09-19T23:36:32.950429500
bandwidth,data sending speed cap,9,2025-09-19T23:37:13.156085300
constraint (general word),limitation,9,2025-09-19T23:37:23.948448300
PV (containerisation),Persistent Volume - storage that are independent of application instances or pods,10,2025-09-19T23:38:21.230650300
remediation,fixing some problem,8,2025-09-19T23:38:43.675448800
value stream,agile way for multiple teams to work together,8,2025-09-19T23:39:14.858042500
product backlog (agile),prioritised tasks to be done,9,2025-09-19T23:39:43.668531700
firewall,network rules of accessing certain instances,8,2025-09-19T23:40:21.066705100
etcd,et cetera directory - common settings and preferences in Kubernetes,7,2025-09-19T23:41:07.138734200
JSX,JavaScript as XML - files format used in React for page elements and logic,9,2025-09-20T19:49:03.443831600
data pseudonymization,data is exchanged with some other names,8,2025-09-20T19:49:51.485128100
functional testing,check if functions work well,8,2025-09-20T19:50:22.730351
DGOM,Data Governance Operating Model - how a company takes care of personal data,9,2025-09-20T19:50:59.626139600
verbose,having many words,10,2025-09-20T19:51:12.024233200
Logstash,tool for information processing. mostly logs,8,2025-09-21T18:24:13.656216100
remediation,solving inssues or making them less severe,9,2025-09-21T18:24:50.548695500
deque,data structure implemented as ArrayDeque. Keeps insertion order with efficient access to it's front and back so it is both FIFO LIFO,9,2025-09-21T18:26:35.853687200
Liferay,tool for bringing gathering logs,8,2025-09-21T18:27:22.641892100
Liferay,premade content management system for large companies. backend and frontend,10,2025-09-21T18:37:57.876274200
Liferay,tool for bringing gathering logs,0,2025-09-21T18:38:32.938256800
latency,how long it takes for data to travel over network,8,2025-09-21T21:45:25.291426300
directed graph,a graph where edges are one-directional,10,2025-09-22T23:52:19.089335400
Logstash,tool for processing information; usually logs,8,2025-09-22T23:53:02.076947600
Logstash,tool to process information; usually logs,9,2025-09-22T23:54:30.517339700
Logstash,pipeline for information ingesting and processing. usually for logs,9,2025-09-22T23:58:06.715585900
Logstash,Tool having data processing pipleline.,9,2025-09-23T10:28:42.685227400
Logstash,tool with information processing pipline,8,2025-09-23T11:05:38.197620500
JETTY,application server,8,2025-09-23T11:06:39.636296200
domain,business area,8,2025-09-23T11:07:14.174434400
connection protection (examples),obfucation; pseudonymisation; encryption\,8,2025-09-23T11:07:56.415049500
regression testing,checking UI how features function from user perspective,8,2025-09-24T22:13:52.439106600
regression testing,checking UI how features function from user perspective,6,2025-09-24T22:17:50.124245900
bandwidth,how much traffic can be transfered in defined time period. This is cap value; not a measurement,9,2025-09-24T22:19:31.221650300
firewall opening,establishing rules in the network who can access what.,8,2025-09-24T22:20:42.750468300
YAML,yaml aint markup language,9,2025-09-24T22:21:05.131976200
coupling (noun) (software),two units of software depends on each other,8,2025-09-24T22:21:43.881302800
container instance,containter instance has runtime; configuration and setting for application instance to run,7,2025-09-24T22:22:30.886627300
CI/CD,continuous integration - continuous delivery,10,2025-09-24T22:23:00.414323900
cross architecture,containing multiple concerns regarding architecture,9,2025-09-24T22:24:08.025313700
polymorphism (OOP),ability for object to take multiple forms; by overriding and overloading. This is also enabled by inheritance.,10,2025-09-25T08:09:59.759244500
good separation of concerns (DDD),each software unit takes care of a single domain,9,2025-09-25T08:10:32.751382500
unit testing,chek if parts of software work while not integrated to a common context,8,2025-09-25T08:11:27.429978600
constraint (general word),limitation,9,2025-09-25T08:11:39.751045400
Hungarian pollution,variables gets overly described by suffixes that gives out variable types,8,2025-09-25T08:12:22.921579500
SLI,Service Level Indicator - measurement of how well application works in production,9,2025-09-25T08:13:21.947211600
container,environment; runtime; resources and settings as a unit to enable app instances to run independently on environment,9,2025-09-25T08:14:49.226925200
signatory,a person authorised to sign on behalf of someone or a company,10,2025-09-26T10:38:07.584090500
Kafka vs Kubernetes,Kafka is platorm for data orchectration and Kubernetes is a platform for container orchestration,10,2025-09-26T10:39:15.637423700
regression testing,checking to know if introduced functionalities has not impacted the existing ones,9,2025-09-26T10:40:27.792998400
code integration,gathering parts of code together into a single system and testing it.,10,2025-09-26T10:41:28.572326100
cohesion (DDD),how connected two peaces of code are in terms of functional similarity,8,2025-09-26T10:42:33.818343300
namespace (cluster),subdivistion of cluster for a team or service,8,2025-09-26T10:43:09.270446
application server,a server that provide enironment for application and manages beans; objects; servlets and so on,9,2025-11-07T23:02:55.216705200
ORM,object related management,0,2025-11-07T23:04:01.888454800
PII,project increment iteration,0,2025-11-07T23:04:30.217847900
custody,action of taking care legaly,8,2025-11-07T23:05:22.193346400
stop word filtering,technology of filters where too common words are ignored; it understands synonims and grammar,8,2025-11-07T23:06:23.368276300
distributed computing,multiple remote computers completing a single task,8,2025-11-07T23:07:20.272486200
Kerberos keytab,Authentication information,8,2025-11-07T23:11:19.045803300
Kerberos keytab,authentication file that stores username; service name and is used to request ticket from Kerberos,10,2025-11-07T23:28:01.226794200
Unix,operating system,10,2025-11-08T22:34:34.442812200
PII,personal indentifieble information - a data from which you can identify who the customer is,9,2025-11-10T15:35:06.177736500
ORM,object relational mapping - java objects mapped to database tables,10,2025-11-10T15:36:15.738530500
application server,application server contains settings; configurations and runtime to manage application objects; beans and so on.,7,2025-11-12T08:02:56.229610500
web container,web container manages servlets and beans,8,2025-11-12T08:04:08.111045300
RESTful methods,GET; PUT; DELETE,10,2025-11-15T08:45:48.860012100
RESTful methods (mention all 4),PUT POST DELETE GET,10,2025-11-15T08:56:14.475086300
semantic message,a message that icludes both information and description what it means. good example would be JSON.,10,2025-11-16T18:06:05.438215600
hash,hash is a deterministic function applied to a value; where the result is so called hash-code,10,2025-11-16T18:07:43.669907700
.war file,web archive file. is a form of compiled application; ready for distribution and running. similar to ".jar",9,2025-11-16T18:09:43.035960800
parity,quality of a count of things regarding if it is divisible by 2 or not.,9,2025-11-16T18:11:48.144147900
retrieve,to get,7,2025-11-16T18:12:26.544858
package (software),kind of like a directory or folder to sort files for application,8,2025-11-16T18:37:40.574350600
DC,data center,9,2025-11-18T10:23:48.524296700
DC components (infrastructure),hardware; storage; communications; power supply; building; people,9,2025-11-19T23:49:05.588947100
DC (infrastructure),data center - a building for storing servers for data storage and computation,10,2025-11-19T23:50:41.888925500
signup raw data,identifier; passoword and other details without labels on them,10,2025-11-19T23:52:36.041950400
operational risk,any riska application has due to usage and development,6,2025-11-19T23:53:58.754268500
DC components (infrastructure),building; storage; power; cooling; computation; people,9,2025-11-21T07:16:31.320697300
operational risk,due to app incidents there are financial and reputational risks,8,2025-11-23T23:51:31.126478100
pipeline (IT),processes that goes one after another to deploy and test the application,10,2025-11-23T23:53:38.560820400
IMDG,in memory data grid,10,2025-11-23T23:54:15.266605800
application server,server where that it takes care of beans and objects; controllers; servlets and so on,10,2025-11-23T23:55:53.963544300
arbitrary,not universaly correct,3,2025-11-23T23:56:35.123949500
firewall opening,setting a netowork rule between two servers,8,2025-11-24T23:11:08.492009500
aspect oriented programming,when specific aspect of programming can be exported/outsoursed to dedicated classes; that listens for triggers,8,2025-11-24T23:12:46.080191800
asynchronous,processes that can happen at the same time,3,2025-11-24T23:13:40.322967300
Apache Ivy,Java tool to fetch dependecy JARs,10,2025-11-26T21:19:04.698389500
npm,JavaScript tool for fetching dependencies,10,2025-11-26T21:19:41.326909700
